yyyymm,Y,LDP,LEP,DE,svar,bm,ntis,tbl,lty,ltr,dfy,dfr,infl
201804,0.003770,3.96,3.11,-0.85,0.0023626693,0.2588168347,-0.0186056626,0.0176,0.0300,-0.0177,-0.0082,0.00,0.0039750916
201805,0.023800,3.98,3.11,-0.86,0.0009227117,0.2561382283,-0.0189335034,0.0186,0.0289,0.0164,-0.0083,0.00,0.0041589169
201806,0.006840,3.98,3.10,-0.88,0.0006228655,0.2576624102,-0.0221012760,0.0190,0.0291,0.0007,-0.0087,0.01,0.0015938757
201807,0.037144,4.00,3.11,-0.89,0.0006544289,0.2460666239,-0.0170959218,0.0196,0.0302,-0.0131,-0.0092,-0.02,0.0000674633
201808,0.032938,4.02,3.12,-0.90,0.0004712735,0.2408578222,-0.0214512302,0.0203,0.0293,0.0152,-0.0089,0.01,0.0005555423
201809,0.005138,4.02,3.11,-0.91,0.0002300741,0.2363654368,-0.0208344491,0.0213,0.0334,-0.0518,-0.0090,-0.04,0.0011620252
201810,-0.068409,3.94,3.03,-0.91,0.0045776016,0.2490002293,-0.0212168950,0.0225,0.0352,-0.0204,-0.0093,0.01,0.0017667635
201811,0.019752,3.95,3.04,-0.91,0.0028376417,0.2448789003,-0.0245930674,0.0233,0.0317,0.0505,-0.0100,0.04,-0.0033493485
201812,-0.090646,3.84,2.94,-0.90,0.0067931027,0.2680887675,-0.0192279093,0.0237,0.0284,0.0481,-0.0111,0.01,-0.0031939628
201901,0.081409,3.91,3.01,-0.90,0.0030113954,0.2501565028,-0.0193047054,0.0237,0.0271,0.0080,-0.0119,-0.02,0.0019065967
201902,0.031708,3.93,3.04,-0.90,0.0005324027,0.2413115450,-0.0231593356,0.0239,0.0268,-0.0091,-0.0116,0.00,0.0042270531
201903,0.019531,3.94,3.05,-0.89,0.0011070681,0.2530880893,-0.0232314942,0.0240,0.0257,0.0447,-0.0107,0.00,0.0056413584
201904,0.040629,3.98,3.09,-0.89,0.0003744383,0.2467665239,-0.0216996946,0.0238,0.0253,-0.0126,-0.0101,0.00,0.0052950016
201905,-0.063187,3.90,3.02,-0.89,0.0018316356,0.2644460878,-0.0203583181,0.0235,0.0240,0.0530,-0.0096,0.02,0.0021287586
201906,0.069561,3.96,3.08,-0.88,0.0010648136,0.2467011142,-0.0125383465,0.0217,0.0207,0.0104,-0.0104,-0.02,0.0001991472
201907,0.014603,3.97,3.10,-0.87,0.0005935376,0.2442739041,-0.0126042960,0.0210,0.0206,0.0024,-0.0099,-0.01,0.0016709416
201908,-0.016085,3.94,3.09,-0.86,0.0043178808,0.2485388245,-0.0101424350,0.0195,0.0163,0.0797,-0.0089,0.01,-0.0000506682
201909,0.018791,3.95,3.11,-0.84,0.0006054246,0.2437969100,-0.0108381093,0.0189,0.0170,-0.0192,-0.0088,0.00,0.0007834486
201910,0.021621,3.97,3.11,-0.85,0.0015103083,0.2426304844,-0.0131574095,0.0165,0.0171,-0.0052,-0.0091,-0.01,0.0022861906
201911,0.036206,3.99,3.13,-0.86,0.0003063632,0.2339361894,-0.0077962379,0.0154,0.0181,-0.0059,-0.0088,-0.01,-0.0005362430
201912,0.029787,4.02,3.14,-0.87,0.0005023729,0.2299438976,-0.0071991555,0.0154,0.0186,-0.0253,-0.0087,-0.02,-0.0009097695
202001,0.000108,4.01,3.20,-0.81,0.0011190220,0.2322421148,-0.0076936915,0.0152,0.0176,0.0632,-0.0083,0.01,0.0038797699
202002,-0.081872,3.91,3.17,-0.74,0.0047766394,0.2582607418,-0.0055601644,0.0152,0.0150,0.0588,-0.0083,0.03,0.0027406181
202003,-0.121997,3.77,3.10,-0.67,0.0731531432,0.3060971381,-0.0077002938,0.0029,0.0087,0.0625,-0.0127,0.10,-0.0021764510
202004,0.128894,3.89,3.27,-0.62,0.0143075397,0.2755630148,-0.0105380601,0.0014,0.0066,0.0082,-0.0170,-0.03,-0.0066869419
202005,0.047818,3.93,3.37,-0.56,0.0040720313,0.2643009466,-0.0149669183,0.0013,0.0067,-0.0097,-0.0145,-0.02,0.0000195016
202006,0.020348,3.95,3.44,-0.51,0.0072085511,0.2599004838,-0.0168450216,0.0016,0.0073,0.0023,-0.0120,-0.01,0.0054720469
202007,0.056910,4.01,3.50,-0.51,0.0016079457,0.2538481447,-0.0119981517,0.0013,0.0062,0.0287,-0.0117,-0.03,0.0050582435
202008,0.072068,4.08,3.57,-0.51,0.0007433921,0.2359749631,-0.0085038846,0.0010,0.0065,-0.0349,-0.0102,0.01,0.0031532105
202009,-0.038151,4.05,3.53,-0.51,0.0049074421,0.2414819827,-0.0056980778,0.0011,0.0068,0.0080,-0.0105,0.00,0.0013927469
202010,-0.026409,4.02,3.52,-0.50,0.0036611054,0.2531462251,-0.0018951134,0.0010,0.0079,-0.0238,-0.0109,0.00,0.0004149378
202011,0.109404,4.13,3.64,-0.49,0.0024920325,0.2263524912,-0.0052618187,0.0009,0.0087,0.0093,-0.0100,-0.04,-0.0006106272
202012,0.041572,4.17,3.69,-0.48,0.0006781769,0.2191947588,-0.0000978825,0.0009,0.0093,-0.0115,-0.0090,-0.01,0.0009414785
202101,-0.010052,4.16,3.56,-0.60,0.0020775883,0.2237556291,0.0026973427,0.0008,0.0108,-0.0304,-0.0079,0.00,0.0042537835
202102,0.026104,4.19,3.48,-0.70,0.0015012683,0.2168854181,0.0070137029,0.0004,0.0126,-0.0581,-0.0072,-0.02,0.0054743828
202103,0.043314,4.23,3.43,-0.80,0.0024731910,0.1980837771,0.0157183432,0.0003,0.0161,-0.0322,-0.0070,0.00,0.0070832731
202104,0.053906,4.28,3.41,-0.87,0.0010592843,0.1928601898,0.0200542401,0.0002,0.0164,0.0238,-0.0070,0.00,0.0082189092
202105,0.006208,4.29,3.34,-0.94,0.0014964819,0.1892039983,0.0174643028,0.0002,0.0162,0.0001,-0.0066,0.00,0.0080171052
202106,0.023682,4.31,3.30,-1.01,0.0006073775,0.1893517312,0.0172545895,0.0004,0.0152,0.0284,-0.0065,-0.02,0.0092906629
202107,0.024305,4.32,3.29,-1.04,0.0011239921,0.1870050696,0.0160790309,0.0005,0.0132,0.0305,-0.0067,0.01,0.0048105235
202108,0.030600,4.34,3.28,-1.06,0.0006020919,0.1847560839,0.0148456664,0.0005,0.0128,-0.0035,-0.0069,0.00,0.0020659114
202109,-0.046076,4.29,3.20,-1.09,0.0013934415,0.1930364450,0.0155978835,0.0004,0.0137,-0.0250,-0.0070,-0.01,0.0027159709
202110,0.070510,4.35,3.23,-1.12,0.0011511212,0.1823894543,0.0133682275,0.0005,0.0158,0.0051,-0.0067,-0.01,0.0083081186
202111,-0.007256,4.33,3.18,-1.15,0.0013266665,0.1894549080,0.0156397784,0.0005,0.0156,0.0210,-0.0066,0.01,0.0049134275
202112,0.043485,4.37,3.18,-1.19,0.0025184151,0.1797857907,0.0129700230,0.0006,0.0146,-0.0110,-0.0065,0.00,0.0030725172
